web-scraper-order,web-scraper-start-url,detail,pagi
"1655044402-852","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计648例治愈出院",""
"1655044402-324","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月9日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院12例",""
"1655044402-877","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月10日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例",""
"1655044402-220","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月19日，无新增本土新冠肺炎确诊病例 新增境外输入14例  治愈出院16例",""
"1655044402-1066","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增16例新型冠状病毒感染的肺炎确诊病例",""
"1655044402-372","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增3例本土确诊病例，浦东祝桥镇千汇路两个小区列为中风险地区",""
"1655044402-147","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月28日，新增本土新冠肺炎确诊病例96例 新增本土无症状感染者4381例 新增境外输入性新冠肺炎确诊病例11例 新增境外输入性无症状感染者1例 治愈出院28例",""
"1655044402-948","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月1日无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院2例",""
"1655044402-91","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月25日，新增本土新冠肺炎确诊病例1661例 新增本土无症状感染者15319例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者",""
"1655044402-267","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月5日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1655044402-485","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月2日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院4例",""
"1655044402-124","https://wsjkw.sh.gov.cn/yqtb/index.html","4月8日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-993","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海新增3例境外输入型新型冠状病毒肺炎确诊病例",""
"1655044402-127","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月7日，新增本土新冠肺炎确诊病例824例 新增本土无症状感染者20398例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者3例 治愈出院57例",""
"1655044402-332","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月1日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院6例",""
"1655044402-1000","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增1例新型冠状病毒肺炎确诊病例",""
"1655044402-340","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月21日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例",""
"1655044402-166","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月18日，新增本土新冠肺炎确诊病例8例 新增本土无症状感染者366例 新增境外输入性新冠肺炎确诊病例12例 新增境外输入性无症状感染者6例 治愈出院26例  解除医学观察无症状感染者15例",""
"1655044402-619","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月17日无新增本地新冠肺炎确诊病例 新增境外输入4例  出院3例",""
"1655044402-323","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月10日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例",""
"1655044402-369","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月23日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院7例",""
"1655044402-982","https://wsjkw.sh.gov.cn/yqtb/index.html","昨日12-24时，上海新增4例 境外输入型新型冠状病毒肺炎确诊病例",""
"1655044402-69","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年5月6日，新增本土新冠肺炎确诊病例253例 新增本土无症状感染者3961例 无新增境外输入性新冠肺炎确诊病例 无新增境外输入性无症状感染者",""
"1655044402-335","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月26日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院7例",""
"1655044402-253","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月18日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入确诊病例14例  治愈出院1例",""
"1655044402-347","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月12日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院8例",""
"1655044402-419","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月8日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1655044402-354","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月5日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院3例",""
"1655044402-248","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月23日，无新增本土新冠肺炎确诊病例 新增境外输入8例  治愈出院2例 解除医学观察无症状感染者1例",""
"1655044402-867","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月16日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例",""
"1655044402-835","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月3日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1655044402-565","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月7日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院10例",""
"1655044402-555","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月18日，无新增本地新冠肺炎确诊病例 新增境外输入病例7例 治愈出院6例",""
"1655044402-38","https://wsjkw.sh.gov.cn/yqtb/index.html","5月22日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-736","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月23日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院10例",""
"1655044402-236","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月3日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者2例 解除医学观察无症状感染者1例 新增境外输入确诊病例29例 治愈出院8例",""
"1655044402-961","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例 新增境外输入19例 治愈出院1例 死亡1例",""
"1655044402-545","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月1日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院5例",""
"1655044402-576","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月27日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院3例",""
"1655044402-326","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月7日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例",""
"1655044402-1057","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增12例新型冠状病毒感染的肺炎确诊病例",""
"1655044402-681","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月17日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院6例",""
"1655044402-799","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月2日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1655044402-103","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月19日，新增本土新冠肺炎确诊病例2494例 新增本土无症状感染者16407例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者1例",""
"1655044402-922","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月15日无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院17例",""
"1655044402-632","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月4日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例",""
"1655044402-291","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月12日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例",""
"1655044402-630","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月6日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院3例",""
"1655044402-362","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月28日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院8例",""
"1655044402-553","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月20日，无新增本地新冠肺炎确诊病例 新增境外输入病例3例 治愈出院3例",""
"1655044402-435","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月21日,无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院7例",""
"1655044402-919","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有23例确诊病例今日出院，共计512例治愈出院",""
"1655044402-302","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月30日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院6例",""
"1655044402-823","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月11日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院1例",""
"1655044402-1008","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月25日（0-24时） 确诊病例涉及区域和场所情况",""
"1655044402-620","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月16日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例",""
"1655044402-970","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月20日无新增本地新冠肺炎确诊病例，新增境外输入9例",""
"1655044402-874","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例今日出院，共计633例治愈出院",""
"1655044402-807","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月25日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1655044402-126","https://wsjkw.sh.gov.cn/yqtb/index.html","4月7日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-1025","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增3例新型冠状病毒肺炎确诊病例",""
"1655044402-782","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月15日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1655044402-391","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月4日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院3例",""
"1655044402-50","https://wsjkw.sh.gov.cn/yqtb/index.html","5月15日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-976","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海无新增新冠肺炎确诊病例",""
"1655044402-698","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月30日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院5例",""
"1655044402-701","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月27日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院2例",""
"1655044402-230","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月9日，无新增本土新冠肺炎确诊病例 新增境外输入26例  治愈出院10例",""
"1655044402-858","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月20日新增1例湖北来沪新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院3例",""
"1655044402-352","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月7日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院2例",""
"1655044402-901","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有13例确诊病例痊愈出院，累计治愈出院581人",""
"1655044402-24","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年5月30日，新增本土新冠肺炎确诊病例9例 新增本土无症状感染者22例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者5例",""
"1655044402-509","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月8日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1655044402-554","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月19日，无新增本地新冠肺炎确诊病例 新增境外输入病例2例 治愈出院4例",""
"1655044402-684","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月14日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院5例",""
"1655044402-123","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月9日，新增本土新冠肺炎确诊病例1006例 新增本土无症状感染者23937例 新增境外输入性新冠肺炎确诊病例9例 新增境外输入性无症状感染者2例 治愈出院227例",""
"1655044402-826","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月9日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院1例",""
"1655044402-36","https://wsjkw.sh.gov.cn/yqtb/index.html","5月23日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-556","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月17日，无新增本地新冠肺炎确诊病例 新增境外输入病例4例，治愈出院6例",""
"1655044402-506","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月11日，无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1655044402-172","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月13日，新增本土新冠肺炎确诊病例41例 新增本土无症状感染者128例 新增境外输入性新冠肺炎确诊病例16例 新增境外输入性无症状感染者2例 治愈出院33例  解除医学观察无症状感染者5例",""
"1655044402-912","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月20日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院9例",""
"1655044402-346","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月13日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院7例",""
"1655044402-972","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，新增境外输入2例，治愈出院1例",""
"1655044402-319","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月14日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院5例",""
"1655044402-1048","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增2例新型冠状病毒感染的肺炎确诊病例",""
"1655044402-1009","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有7例确诊病例2月25日出院",""
"1655044402-350","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月9日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院6例",""
"1655044402-861","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月19日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例",""
"1655044402-851","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月24日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例",""
"1655044402-1072","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有1例确诊病例痊愈出院，目前共有4例出院",""
"1655044402-1051","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增6例新型冠状病毒感染的肺炎确诊病例",""
"1655044402-649","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月18日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院8例",""
"1655044402-551","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月23日，无新增本地新冠肺炎确诊病例 新增境外输入病例3例  治愈出院3例",""
"1655044402-829","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月7日无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1655044402-763","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月29日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1655044402-650","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月17日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院9例",""
"1655044402-48","https://wsjkw.sh.gov.cn/yqtb/index.html","5月16日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-57","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年5月12日，新增本土新冠肺炎确诊病例227例 新增本土无症状感染者1869例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者2例",""
"1655044402-37","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年5月23日，新增本土新冠肺炎确诊病例58例 新增本土无症状感染者422例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例",""
"1655044402-640","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月26日无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1655044402-304","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月28日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院2例",""
"1655044402-627","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月9日无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院2例",""
"1655044402-119","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月11日，新增本土新冠肺炎确诊病例994例 新增本土无症状感染者22348例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者1例 治愈出院391例",""
"1655044402-116","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】4月12日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-1060","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增11例新型冠状病毒感染的肺炎确诊病例",""
"1655044402-40","https://wsjkw.sh.gov.cn/yqtb/index.html","5月21日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-653","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月14日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院7例",""
"1655044402-526","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月20日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院4例",""
"1655044402-146","https://wsjkw.sh.gov.cn/yqtb/index.html","3月28日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-177","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月9日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者76例 新增境外输入性新冠肺炎确诊病例42例 新增境外输入性无症状感染者16例 治愈出院18例  解除医学观察无症状感染者13例",""
"1655044402-517","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月30日，无新增本地新冠肺炎确诊病例 无新增境外输入病例 治愈出院1例",""
"1655044402-781","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月16日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例",""
"1655044402-727","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月1日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例",""
"1655044402-162","https://wsjkw.sh.gov.cn/yqtb/index.html","3月20日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-171","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月14日，新增本土新冠肺炎确诊病例9例 新增本土无症状感染者130例 新增境外输入性新冠肺炎确诊病例12例 新增境外输入性无症状感染者3例 治愈出院15例  解除医学观察无症状感染者9例",""
"1655044402-174","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月12日，新增本土新冠肺炎确诊病例1例 新增本土无症状感染者64例 新增境外输入性新冠肺炎确诊病例13例 新增境外输入性无症状感染者1例 治愈出院26例  解除医学观察无症状感染者11例",""
"1655044402-425","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月2日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院4例",""
"1655044402-235","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月4日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者4例 解除医学观察无症状感染者1例 新增境外输入确诊病例17例 治愈出院9例",""
"1655044402-563","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月9日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例",""
"1655044402-968","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，治愈出院1例，死亡1例，新增境外输入14例",""
"1655044402-306","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月26日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例",""
"1655044402-453","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月3日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院5例",""
"1655044402-683","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月15日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院3例",""
"1655044402-202","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月5日，无新增本土新冠肺炎确诊病例 新增境外输入12例  治愈出院21例 解除医学观察无症状感染者2例",""
"1655044402-833","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计663例治愈出院",""
"1655044402-112","https://wsjkw.sh.gov.cn/yqtb/index.html","4月14日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-686","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月12日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院4例",""
"1655044402-364","https://wsjkw.sh.gov.cn/yqtb/index.html","本市筛查8月26日确诊本土病例相关人员11938人，核酸检测结果均为阴性",""
"1655044402-6","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年6月9日，新增本土新冠肺炎确诊病例6例 新增本土无症状感染者5例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者4例",""
"1655044402-276","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月27日，无新增本土确诊病例 新增本土无症状感染者1例  新增境外输入5例 治愈出院3例",""
"1655044402-958","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月26日无新增本地新冠肺炎确诊病例 新增境外输入17例  治愈出院1例",""
"1655044402-881","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月8日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1655044402-20","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年6月1日，新增本土新冠肺炎确诊病例5例 新增本土无症状感染者8例 新增境外输入性新冠肺炎确诊病例4例 新增境外输入性无症状感染者1例",""
"1655044402-956","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月27日无新增本地新冠肺炎确诊病例 新增境外输入17例  治愈出院3例",""
"1655044402-52","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】5月14日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-885","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月5日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院1例",""
"1655044402-913","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有9例确诊病例今日出院，共计530例治愈出院",""
"1655044402-195","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月19日，无新增本土新冠肺炎确诊病例 新增境外输入23例  治愈出院13例",""
"1655044402-108","https://wsjkw.sh.gov.cn/yqtb/index.html","4月16日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-47","https://wsjkw.sh.gov.cn/yqtb/index.html","5月17日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-1011","https://wsjkw.sh.gov.cn/yqtb/index.html","出院率超74％！上海今天又有22例确诊病例痊愈出院",""
"1655044402-718","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月10日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院6例",""
"1655044402-325","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月8日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1655044402-505","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月12日，无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1655044402-537","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月9日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院1例",""
"1655044402-62","https://wsjkw.sh.gov.cn/yqtb/index.html","5月9日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-61","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年5月10日，新增本土新冠肺炎确诊病例228例 新增本土无症状感染者1259例 新增境外输入性新冠肺炎确诊病例1例 新增境外输入性无症状感染者1例",""
"1655044402-592","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月13日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院4例",""
"1655044402-558","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月15日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院12例",""
"1655044402-4","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】各区通报阳性感染者相关情况",""
"1655044402-745","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月14日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院1例",""
"1655044402-595","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月10日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例",""
"1655044402-85","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月28日，新增本土新冠肺炎确诊病例5487例 新增本土无症状感染者9545例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者2例",""
"1655044402-548","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月26日，无新增本地新冠肺炎确诊病例 新增境外输入性确诊病例1例   治愈出院7例",""
"1655044402-804","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月28日无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1655044402-104","https://wsjkw.sh.gov.cn/yqtb/index.html","4月18日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-254","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月17日 新增本土新冠肺炎确诊病例1例 新增境外输入12例  治愈出院4例",""
"1655044402-455","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月1日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院5例",""
"1655044402-156","https://wsjkw.sh.gov.cn/yqtb/index.html","3月23日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-792","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月7日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例",""
"1655044402-64","https://wsjkw.sh.gov.cn/yqtb/index.html","5月8日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1655044402-176","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月10日，新增本土新冠肺炎确诊病例11例 新增本土无症状感染者64例 新增境外输入性新冠肺炎确诊病例32例 新增境外输入性无症状感染者10例 治愈出院17例  解除医学观察无症状感染者7例",""
"1655044402-667","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月31日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院7例",""
"1655044402-737","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月22日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例",""
"1655044402-785","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计690例治愈出院",""
"1655044402-401","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月26日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例",""
"1655044402-412","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月15日，无新增本地新冠肺炎确诊病例 新增境外输入6例",""
